date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,temp_fluct,daylight,relative_hum,tavg_weekly,relative_hum_weekly,preciptotal_weekly,tavg_weekly_lag1,tavg_weekly_lag2,relative_hum_weekly_lag1,relative_hum_weekly_lag2,preciptotal_weekly_lag1,preciptotal_weekly_lag2
2007-05-23,89.0,63.0,76.5,14.0,48.5,61.0,0.0,11.5,0.0,26.0,14.783333333333333,0.3733977509899298,64.80357142857143,0.5655004890372376,0.15526785714285715,60.535714285714285,59.625,0.5733127290348684,0.5862925684861101,0.089375,0.16151785714285713
2007-05-24,88.0,64.5,76.5,14.0,53.5,63.0,0.0,11.5,0.01,23.5,14.816666666666666,0.4485169080629493,64.80357142857143,0.5655004890372376,0.15526785714285715,60.535714285714285,59.625,0.5733127290348684,0.5862925684861101,0.089375,0.16151785714285713
2007-05-25,68.0,56.5,62.5,1.0,45.0,53.0,2.5,0.0,0.045,11.5,14.85,0.5277528565696997,64.80357142857143,0.5655004890372376,0.15526785714285715,60.535714285714285,59.625,0.5733127290348684,0.5862925684861101,0.089375,0.16151785714285713
2007-05-26,67.5,49.5,58.5,-5.0,55.0,56.5,6.5,0.0,0.645,18.0,14.883333333333333,0.8826694854495628,64.80357142857143,0.5655004890372376,0.15526785714285715,60.535714285714285,59.625,0.5733127290348684,0.5862925684861101,0.089375,0.16151785714285713
2007-05-27,75.0,58.0,66.5,4.0,48.0,56.5,0.0,1.5,0.06,17.0,14.9,0.5132911749719179,64.80357142857143,0.5655004890372376,0.15526785714285715,60.535714285714285,59.625,0.5733127290348684,0.5862925684861101,0.089375,0.16151785714285713
2007-05-28,77.5,52.0,65.0,2.0,48.0,56.5,0.0,0.0,0.0,25.5,14.916666666666666,0.5410216050825685,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-05-29,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-05-30,88.0,68.0,78.5,13.0,57.5,65.5,0.0,13.5,0.0,20.0,14.966666666666667,0.48630437431006257,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-05-31,79.0,66.5,73.0,8.0,61.0,65.5,0.0,8.0,0.27,12.5,14.983333333333333,0.6608012183935029,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-06-01,85.5,64.5,75.5,10.0,63.0,66.5,0.0,10.5,0.2,21.0,15.016666666666667,0.652628596377075,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-06-02,81.0,66.5,74.0,9.0,62.5,67.0,0.0,9.0,0.02,14.5,15.016666666666667,0.6742238978866436,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-06-03,77.5,63.0,70.5,6.0,60.0,63.5,0.0,5.5,0.165,14.5,15.05,0.6937826107570443,67.94642857142857,0.6284976032937178,0.18098214285714284,64.80357142857143,60.535714285714285,0.5655004890372376,0.5733127290348684,0.15526785714285715,0.089375
2007-06-04,71.5,57.0,64.5,1.0,57.5,60.0,0.5,0.0,0.35,14.5,15.066666666666666,0.7801422001102214,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-05,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-06,72.0,46.0,59.5,-8.0,47.5,55.0,5.5,0.0,0.005,26.0,15.1,0.6460347709708147,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-07,91.5,71.0,81.5,15.0,61.5,68.5,0.0,16.5,0.0,20.5,15.116666666666667,0.507521466010146,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-08,81.0,60.0,70.5,3.0,53.5,61.5,0.0,5.5,0.0,21.0,15.133333333333333,0.5488800412157501,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-09,79.0,54.5,67.0,0.0,48.0,57.5,0.0,2.0,0.0,24.5,15.15,0.504412108622097,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-10,81.0,58.0,69.5,1.0,50.5,59.5,0.0,4.5,0.0,23.0,15.166666666666666,0.5094343542889839,67.3125,0.6085480882642288,0.1494642857142857,67.94642857142857,64.80357142857143,0.6284976032937178,0.5655004890372376,0.18098214285714284,0.15526785714285715
2007-06-11,85.5,61.5,73.5,5.0,51.5,61.0,0.0,8.5,0.0,24.0,15.166666666666666,0.4615386717384369,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-12,82.5,64.0,73.5,5.0,50.5,60.5,0.0,8.5,0.0,18.5,15.183333333333334,0.44364201545605564,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-13,86.5,64.0,75.5,6.0,53.0,62.0,0.0,10.5,0.0,22.5,15.183333333333334,0.45564092574316345,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-14,89.0,66.0,78.0,9.0,54.5,63.5,0.0,13.0,0.0,23.0,15.2,0.44300003519864234,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-15,90.0,65.0,77.5,9.0,56.0,64.5,0.0,12.5,0.0,25.0,15.2,0.4750513510886211,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-16,92.5,67.0,80.0,11.0,60.5,67.5,0.0,15.0,0.0,25.5,15.216666666666667,0.5141985504891224,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-17,91.0,70.5,81.0,12.0,64.5,70.0,0.0,16.0,0.08,20.5,15.216666666666667,0.5729991996371011,71.02678571428571,0.6073373343148031,0.13160714285714287,67.3125,67.94642857142857,0.6085480882642288,0.6284976032937178,0.1494642857142857,0.18098214285714284
2007-06-18,89.0,71.0,80.0,9.0,65.0,70.0,0.0,15.0,0.15000000000000002,18.0,15.216666666666667,0.6027410310411851,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-19,80.5,65.0,73.0,3.0,55.0,63.0,0.0,8.0,0.755,15.5,15.233333333333333,0.5323220547500602,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-20,84.5,61.5,73.5,3.0,51.0,61.0,0.0,8.5,0.0,23.0,15.233333333333333,0.45257015607599566,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-21,78.5,63.5,71.0,-1.0,51.0,60.5,0.0,6.0,0.005,15.0,15.233333333333333,0.49309309904649834,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-22,75.5,61.5,69.0,-1.0,49.5,58.0,0.0,4.0,0.0,14.0,15.233333333333333,0.4980994941090906,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-23,67.5,61.5,65.0,-5.0,59.0,61.5,0.0,0.0,0.195,6.0,15.233333333333333,0.8095019208291436,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-24,76.0,64.0,70.0,-1.0,62.0,65.0,0.0,5.0,0.0,12.0,15.233333333333333,0.757467178405589,73.47321428571429,0.6194327692130978,0.21267857142857144,71.02678571428571,67.3125,0.6073373343148031,0.6085480882642288,0.13160714285714287,0.1494642857142857
2007-06-25,87.5,66.0,77.0,6.0,66.5,70.0,0.0,12.0,0.0,21.5,15.233333333333333,0.7006492646742792,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-06-26,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,0.08,20.0,15.216666666666667,0.6587568107356103,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-06-27,90.0,71.0,80.5,10.0,69.5,72.0,0.0,15.5,0.25,19.0,15.216666666666667,0.6922468044942431,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-06-28,73.5,59.5,66.5,-5.0,55.5,60.5,0.0,1.5,0.0,14.0,15.2,0.6769317259368994,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-06-29,70.5,56.0,63.5,-8.0,55.5,59.5,1.5,0.0,0.0,14.5,15.2,0.7515759922394718,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-06-30,78.0,56.0,67.5,-5.0,47.5,57.0,0.0,2.5,0.0,22.0,15.2,0.4868449858302267,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-07-01,75.5,57.5,67.0,-7.0,51.5,58.5,0.0,2.0,0.0,18.0,15.183333333333334,0.5769980089390558,75.02678571428571,0.6134479333078539,0.09339285714285714,73.47321428571429,71.02678571428571,0.6194327692130978,0.6073373343148031,0.21267857142857144,0.13160714285714287
2007-07-02,78.0,55.5,67.0,-6.0,50.0,58.5,0.0,2.0,0.0,22.5,15.183333333333334,0.5439137824112394,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-03,83.0,61.5,72.5,0.0,56.5,63.0,0.0,7.5,0.245,21.5,15.166666666666666,0.5720049067669771,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-04,85.0,67.0,76.5,5.0,65.0,69.0,0.0,11.5,0.41000000000000003,18.0,15.133333333333333,0.6762021980849996,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-05,88.5,70.5,79.5,8.0,60.0,67.0,0.0,14.5,0.0,18.0,15.133333333333333,0.5134862637074169,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-06,85.0,67.0,76.0,4.0,57.0,64.5,0.0,11.0,0.0,18.0,15.116666666666667,0.5176065673239517,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-07,89.0,66.0,77.5,5.0,62.5,68.5,0.0,12.5,0.0,23.0,15.116666666666667,0.5995202236106935,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-08,93.5,75.0,84.5,12.0,67.0,72.0,0.0,19.5,0.0,18.5,15.083333333333334,0.5580502593499952,75.19642857142857,0.5841482052497337,0.09017857142857143,75.02678571428571,73.47321428571429,0.6134479333078539,0.6194327692130978,0.09339285714285714,0.21267857142857144
2007-07-09,93.5,71.0,82.5,9.0,66.5,70.5,0.0,17.5,0.27,22.5,15.066666666666666,0.5849716506054093,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-10,89.0,69.5,79.5,6.0,67.0,70.5,0.0,14.5,0.255,19.5,15.066666666666666,0.6564628708188052,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-11,77.0,62.5,70.0,-3.0,51.0,59.0,0.0,5.0,0.0,14.5,15.033333333333333,0.5088587779810234,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-12,80.0,60.5,70.5,-2.0,51.0,59.5,0.0,5.5,0.0,19.5,15.016666666666667,0.500337069188121,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-13,76.0,58.5,67.5,-5.0,52.5,58.5,0.0,2.5,0.0,17.5,14.983333333333333,0.5863817071103983,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-14,84.5,61.5,73.5,0.0,55.0,62.0,0.0,8.5,0.0,23.0,14.983333333333333,0.5235166853974244,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-15,81.0,62.0,71.5,-3.0,52.5,61.0,0.0,6.5,0.0,19.0,14.95,0.5113815394036749,75.94642857142857,0.5996984399202676,0.13258928571428572,75.19642857142857,75.02678571428571,0.5841482052497337,0.6134479333078539,0.09017857142857143,0.09339285714285714
2007-07-16,82.0,65.5,74.0,0.0,60.0,65.0,0.0,9.0,0.23,16.5,14.916666666666666,0.6162357940507558,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-17,83.0,68.5,76.0,2.0,65.5,69.0,0.0,11.0,0.11,14.5,14.9,0.6996042650850465,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-18,85.0,69.0,77.0,3.0,68.5,71.0,0.0,12.0,1.235,16.0,14.866666666666667,0.7506993685184444,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-19,82.5,63.0,73.0,-1.0,62.5,66.0,0.0,8.0,0.085,19.5,14.833333333333334,0.6964390558715796,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-20,74.5,60.0,67.5,-7.0,52.5,59.0,0.0,2.5,0.0,14.5,14.833333333333334,0.5863817071103983,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-21,74.5,58.0,66.5,-8.0,52.0,58.5,0.0,1.5,0.0,16.5,14.8,0.5956554723469023,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-22,81.0,59.5,70.5,-4.0,54.5,61.0,0.0,5.5,0.0,21.5,14.766666666666667,0.5692814749572397,76.95982142857143,0.6250143637156531,0.32848214285714283,75.94642857142857,75.19642857142857,0.5996984399202676,0.5841482052497337,0.13258928571428572,0.09017857142857143
2007-07-23,82.5,61.5,72.5,-2.0,55.0,63.0,0.0,7.5,0.0,21.0,14.733333333333333,0.5414674240162554,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-24,82.0,65.0,74.0,0.0,57.5,64.0,0.0,9.0,0.0,17.0,14.7,0.5635441816855972,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-25,84.0,70.5,77.5,4.0,60.5,66.5,0.0,12.5,0.0,13.5,14.666666666666666,0.5582267655538629,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-26,83.5,65.0,74.5,1.0,65.0,68.0,0.0,9.5,0.54,18.5,14.65,0.7228649316622364,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-27,83.0,70.0,77.0,3.0,67.5,70.0,0.0,12.0,0.10500000000000001,13.0,14.616666666666667,0.7252954972837284,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-28,80.0,68.0,74.0,-1.0,65.0,68.0,0.0,9.0,0.0,12.0,14.583333333333334,0.7354384002830968,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-29,85.0,65.0,75.0,0.0,56.5,64.0,0.0,10.0,0.0,20.0,14.55,0.5263124923750381,74.78571428571429,0.6222502710550828,0.07401785714285714,76.95982142857143,75.94642857142857,0.6250143637156531,0.5996984399202676,0.32848214285714283,0.13258928571428572
2007-07-30,87.5,63.5,76.0,2.0,56.0,64.5,0.0,11.0,0.0,24.0,14.516666666666667,0.4995132084310543,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-07-31,90.0,68.5,79.5,6.0,60.5,68.0,0.0,14.5,0.0,21.5,14.483333333333333,0.5226232286889745,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-01,91.5,69.0,80.5,8.0,62.5,69.5,0.0,15.5,0.0,22.5,14.433333333333334,0.5431952838470842,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-02,91.0,71.5,81.5,8.0,66.0,71.5,0.0,16.5,0.0,19.5,14.4,0.5939847729979116,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-03,89.0,71.0,80.5,7.0,57.0,66.5,0.0,15.5,0.0,18.0,14.366666666666667,0.4462630465389512,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-04,81.0,66.0,74.0,0.0,58.0,64.5,0.0,9.0,0.025,15.0,14.333333333333334,0.5740513832370713,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-05,88.0,67.5,78.0,5.0,71.0,72.5,0.0,13.0,1.2,20.5,14.3,0.7909417564153411,75.74107142857143,0.6253482938868892,0.12776785714285716,74.78571428571429,76.95982142857143,0.6222502710550828,0.6250143637156531,0.07401785714285714,0.32848214285714283
2007-08-06,86.5,74.5,80.5,8.0,72.0,74.0,0.0,15.5,0.155,12.0,14.266666666666667,0.7538345391404409,75.29464285714286,0.6371565603319328,0.14366071428571428,75.74107142857143,74.78571428571429,0.6253482938868892,0.6222502710550828,0.12776785714285716,0.07401785714285714
