date,species,latitude,longitude,wnvpresent,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,temp_fluct,daylight,relative_hum,tavg_weekly,relative_hum_weekly,preciptotal_weekly,tavg_weekly_lag1,tavg_weekly_lag2,relative_hum_weekly_lag1,relative_hum_weekly_lag2,preciptotal_weekly_lag1,preciptotal_weekly_lag2
2007-05-29,PIPIENS/RESTUANS,41.891126,-87.61156,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-05-29,RESTUANS,41.891126,-87.61156,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-05-29,PIPIENS/RESTUANS,41.999129,-87.795585,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-05-29,PIPIENS/RESTUANS,42.01743,-87.687769,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-05-29,RESTUANS,41.907645,-87.760886,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-05-29,RESTUANS,41.732984,-87.649642,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,0.0,25.5,14.933333333333334,0.5558396066074116,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.95469,-87.800991,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.9216,-87.666455,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.921965,-87.632085,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.921965,-87.632085,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.720848,-87.666014,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.720848,-87.666014,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,42.01743,-87.687769,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,42.01743,-87.687769,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.732984,-87.649642,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.944869,-87.832763,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.986921,-87.689778,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.801498,-87.763416,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.801498,-87.763416,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.723195,-87.64997,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.868077,-87.666901,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.868077,-87.666901,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.662014,-87.724608,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.662014,-87.724608,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.662014,-87.724608,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS,41.662014,-87.724608,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.916265,-87.800515,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.846075,-87.716277,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.963976,-87.69181,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.963976,-87.69181,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.964242,-87.757639,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,42.008314,-87.777921,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,42.008314,-87.777921,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.991429,-87.747113,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.991429,-87.747113,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.857402,-87.694991,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.89923,-87.716788,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.903002,-87.688267,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.960616,-87.777189,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.911824,-87.726737,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.800737,-87.71188,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.773215,-87.60088,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.773215,-87.60088,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.822536,-87.666343,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.766202,-87.562889,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.803423,-87.642984,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.754292,-87.590773,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.798697,-87.736812,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.776156,-87.778927,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.82561,-87.726549,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.673408,-87.599862,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.673408,-87.599862,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS,41.673408,-87.599862,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.726465,-87.585413,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.726465,-87.585413,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.678618,-87.559308,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.740641,-87.546587,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.680946,-87.535198,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.680946,-87.535198,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.750498,-87.605294,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS/RESTUANS,41.659112,-87.538693,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,PIPIENS,41.659112,-87.538693,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.992478,-87.862995,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.974689,-87.890615,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2009-05-28,RESTUANS,41.974689,-87.890615,0,63.0,54.5,59.0,-5.0,51.0,54.0,6.0,0.0,0.0,8.5,14.916666666666666,0.7479157660587492,63.910714285714285,0.6907502424125178,0.0,60.7,60.7,0.6356940780660786,0.6356940780660786,0.15,0.15
2007-06-05,PIPIENS/RESTUANS,41.95469,-87.800991,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,RESTUANS,41.95469,-87.800991,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,PIPIENS,41.95469,-87.800991,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,PIPIENS/RESTUANS,41.974089,-87.824812,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,RESTUANS,41.974089,-87.824812,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,PIPIENS/RESTUANS,41.9216,-87.666455,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,RESTUANS,41.9216,-87.666455,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,PIPIENS,41.9216,-87.666455,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,RESTUANS,41.891118,-87.654491,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
2007-06-05,PIPIENS/RESTUANS,41.867108,-87.654224,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,0.345,14.5,15.1,0.7180543578446823,58.76631853785901,0.6595115274048113,0.15360313315926893,63.910714285714285,60.7,0.6907502424125178,0.6356940780660786,0.0,0.15
